wallet_id,aggregated_lp_score,deposit_volume_score,withdraw_volume_score,deposit_frequency_score,avg_holding_time_score,liquidity_retention_score,lp_volatility_score,time_score,total_score
0x14516e91028c6482288fd74732f94e2556a82a75,65.45,0.0,0.0,77.0,0.0,0.0,0.0,0.0,77.0
0x14cd1812bcfe1d619683b0ffe84dbb1dfb489427,45.0,0.0,0.0,34.0,0.0,0.0,0.0,11.0,45.0
0x13df0ca79ad20e4387c9b618abbbdeaa77717843,358.7,136.0,0.0,0.0,136.0,0.0,150.0,0.0,422.0
0x13ec896056697a7cd1419c57e14fc2b208f3ded6,326.4,80.0,0.0,0.0,150.0,0.0,150.0,4.0,384.0
0x14a7918172875ae7880b3357ffccf5a89d3f335a,398.0,112.0,14.0,0.0,112.0,0.0,150.0,10.0,398.0
0x14cb4962477759059c08ac2b0ddea8f257dee610,334.9,80.0,0.0,77.0,81.0,0.0,150.0,6.0,394.0
0x14e97a7abf1c215c8d8db664607bba1f2512fbe9,630.0,80.0,100.0,0.0,150.0,150.0,150.0,0.0,630.0
0x143ed875d0083b6cd0cb3a7984cb256d15c5cc35,247.35,0.0,72.0,0.0,147.0,0.0,0.0,72.0,291.0
0x1375a6e733925746cbeb4457851c988388ee4b32,333.2,150.0,0.0,100.0,112.0,0.0,0.0,30.0,392.0
0x137277eadd9637e4e71d2d31e946d3cb933011b4,388.45,76.0,100.0,0.0,120.0,0.0,150.0,11.0,457.0
0x13a5192d9df6babb28ccf74541aa196a129029e0,534.65,79.0,100.0,0.0,150.0,150.0,150.0,0.0,629.0
0x1342855c89d770712bd103026ae48538578183ff,508.0,150.0,100.0,100.0,144.0,0.0,0.0,14.0,508.0
0x130f6962a9f03521d27fb18ae81704936ec493c1,231.2,60.0,70.0,0.0,122.0,0.0,0.0,20.0,272.0
0x138a00c968995da888097b96a70080386b4f2b9e,319.6,104.0,100.0,22.0,129.0,0.0,0.0,21.0,376.0
0x13ec43e74bc3d0376a979e5b89b64b90b1e27a2e,50.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,50.0
0x1487b68344de8a7db9b03d4df4325f708a4fb487,164.05,112.0,0.0,22.0,55.0,0.0,0.0,4.0,193.0
0x1435ebde6aef94dc09ecd3995543c6465980f993,551.65,80.0,100.0,0.0,144.0,150.0,150.0,25.0,649.0
0x14a34cfe4d657fd786bda57ab50674b7ccbc5f0b,245.0,74.0,24.0,22.0,115.0,0.0,0.0,10.0,245.0
0x14c9e5bc4515570bbd092a9e1e3f09da7c251b0f,307.0,78.0,0.0,0.0,79.0,0.0,150.0,0.0,307.0
0x14b404cc46873a4094443499a542df2f08dc823f,266.0,116.0,0.0,0.0,0.0,0.0,150.0,0.0,266.0
0x1451b33df1067c74aa4d0d9058b944b44f62ee0e,122.4,0.0,0.0,70.0,0.0,0.0,0.0,74.0,144.0
0x13a4d863e8479debc5206a18603d0b5d646e4fd1,234.6,121.0,0.0,100.0,53.0,0.0,0.0,2.0,276.0
0x140baa522183d67dc6432e5bc85442ca0d5a49dc,593.0,150.0,98.0,100.0,29.0,200.0,0.0,16.0,593.0
0x143f2fb1179d761ab8ab202c183c1cb94686683e,314.0,112.0,0.0,0.0,52.0,0.0,150.0,0.0,314.0
0x134dcff9207d9f949eb87364299a5b8e1c1d737a,60.95,0.0,0.0,50.0,0.0,0.0,0.0,3.0,53.0
0x1486fc51881c5fd807a049ab4746ab348934ab27,328.0,68.0,83.0,9.0,138.0,0.0,0.0,30.0,328.0
0x147981afbfa96776c8279902a6b4eced99859bba,342.0,138.0,0.0,50.0,150.0,0.0,0.0,4.0,342.0
0x149edf5ceaa757ca1164a768cb891d45ba3c7d91,252.45,105.0,0.0,0.0,42.0,0.0,150.0,0.0,297.0
0x146eb542c97b8f8bc0bedaceed1a749d54e8f1ef,316.22,150.0,0.0,150.0,150.0,0.0,150.0,0.0,600.0
0x14c894b2c25be91df4e9b7b4112c8b5b987890fa,308.52,140.0,100.0,96.0,238.0,0.0,0.0,15.0,589.0
0x13fd52d1e4cf300122bd39195a105999e01917f2,482.8,18.0,100.0,0.0,150.0,150.0,150.0,0.0,568.0
0x14d2b3d95e02c1da1e4554cffe20fc91a939cebf,256.0,80.0,0.0,22.0,0.0,0.0,150.0,4.0,256.0
0x13de959f173522bb458cd93cf32ad304ea7096c4,301.0,150.0,0.0,0.0,1.0,0.0,150.0,0.0,301.0
0x144c784d8bcb6ccee8e695b9de64ce11a06d24cb,275.0,113.0,76.0,0.0,64.0,0.0,0.0,22.0,275.0
0x14c8c41c4cb9b8e6e53e7ee6795b5195327e9877,351.9,16.0,100.0,4.0,124.0,0.0,150.0,20.0,414.0
0x14e803cd2db098008f06662caaddccc0cae81f43,52.0,0.0,0.0,36.0,0.0,0.0,0.0,16.0,52.0
0x14c5df3128feb86a7127cb710c9f526d15c6cc46,575.0,58.0,100.0,0.0,117.0,150.0,150.0,0.0,575.0
0x144181cf8474c0d3fd1d45bf9ae72e7b79ff492c,301.59,137.0,95.0,0.0,180.0,0.0,150.0,45.0,607.0
0x13ea213597c47c14dbf26981a460bb0861b83ff0,229.75,257.0,0.0,144.0,398.0,0.0,300.0,17.0,1116.0
0x1320d96de65e7828ba0aec1a530846f3a88867d4,66.0,0.0,0.0,56.0,0.0,0.0,0.0,10.0,66.0
0x135c0eb2f58e960a3f72eb163b182d0dbd5fe86f,466.7,172.0,299.0,0.0,296.0,300.0,450.0,49.0,1566.0
0x1399e8d28471823ba7b1bdca01ad1b236a895356,285.6,79.0,0.0,50.0,57.0,0.0,150.0,0.0,336.0
0x134d5987eb9f7101e0da4ca97ba2d224d31039eb,531.25,80.0,99.0,0.0,117.0,150.0,150.0,29.0,625.0
0x13490ca3dfcf5e6998651ed494c2977c10889cb2,630.0,80.0,100.0,0.0,150.0,150.0,150.0,0.0,630.0
0x13ddb27d895ddbff538f23d4208c19b43b270e37,55.0,0.0,0.0,50.0,0.0,0.0,0.0,5.0,55.0
0x1485e3ee0a1c000d6bdd7bbffdb628f8ba8443c3,75.9,0.0,0.0,56.0,0.0,0.0,0.0,10.0,66.0
0x14050c58dd25269bfb7b089b86dc45e1a62ed037,243.0,80.0,0.0,50.0,113.0,0.0,0.0,0.0,243.0
0x14d51463c0ef4cb52e49f5b952c23532a1d0c599,261.0,75.0,0.0,0.0,36.0,0.0,150.0,0.0,261.0
0x14b731d966784a3b80c771de7cebb96ddb30be36,267.18,261.0,186.0,149.0,265.0,0.0,150.0,64.0,1075.0
0x13d4f46ea4077c88913e75fa04918713fdcdf179,345.1,119.0,15.0,0.0,112.0,0.0,150.0,10.0,406.0
0x12cfe1a5297a21f42a3d22b7ac8160a07ef1b361,296.0,113.0,0.0,0.0,33.0,0.0,150.0,0.0,296.0
0x13a3a8c8205c2ebb543bdf0467b4ab682a593d3a,302.6,112.0,0.0,77.0,150.0,0.0,0.0,17.0,356.0
0x13e386747889dca99da566f74229f44f2b0e6fa8,262.0,75.0,0.0,0.0,37.0,0.0,150.0,0.0,262.0
0x141f5a8d55cf323047c77f9683b4e910aaaf7c83,252.45,115.0,0.0,0.0,32.0,0.0,150.0,0.0,297.0
0x147dba0a9416c2a9b681a7765f5cf09a0265742f,433.5,59.0,30.0,0.0,121.0,150.0,150.0,0.0,510.0
0x145b8932920b7115dd7a13b6e7c228611ed24b74,579.0,80.0,100.0,22.0,77.0,150.0,150.0,0.0,579.0
0x1420bddee23e28a2fab3d91b716dcfbfc2165ff9,100.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,100.0
0x1431c4d06bb163e6df6bf12079a5f7968c56ae34,375.0,150.0,0.0,100.0,118.0,0.0,0.0,7.0,375.0
0x1459b006f84abf6f5cee1869e2ea73653e87816f,250.75,80.0,0.0,0.0,65.0,0.0,150.0,0.0,295.0
0x141e2279f32010b4a79bd8e091700a7012d8c582,325.54,208.0,0.0,100.0,175.0,0.0,150.0,6.0,639.0
0x1442a3380cd5efbbf11769d000c9306b4185ba2e,51.0,0.0,0.0,36.0,0.0,0.0,0.0,15.0,51.0
0x14225056b78ee625ce69c00ac9f36700d358d446,55.78,80.0,9.0,122.0,59.0,0.0,0.0,10.0,280.0
0x13b576cf1b0bc2eeb106d2890fe7462fd1994d25,269.45,80.0,78.0,7.0,130.0,0.0,0.0,22.0,317.0
0x1358aef27747decd26256319bf8d6f7def58d0bc,202.3,14.0,0.0,0.0,74.0,0.0,150.0,0.0,238.0
0x13c8c44743218fddbd94ed831886d6669e9c3fa8,418.0,150.0,100.0,7.0,1.0,0.0,150.0,10.0,418.0
0x137d91fa8b0a37949c1f302e926a87b96f65d160,283.05,78.0,0.0,100.0,150.0,0.0,0.0,5.0,333.0
0x13a9f2eb7b0b9a96e9f534a79089be7418f70448,102.0,0.0,0.0,100.0,0.0,0.0,0.0,2.0,102.0
0x1308b2bcefdfeb222fb542fae9ad24be13dec0d5,295.48,237.0,169.0,30.0,391.0,0.0,0.0,62.0,889.0
0x14706d736450daba650ecf73601ca6b4ecf61087,583.0,41.0,100.0,0.0,142.0,150.0,150.0,0.0,583.0
0x142c2ed67857fd360b9e854b8d327f96292a31ff,474.0,113.0,76.0,0.0,114.0,0.0,150.0,21.0,474.0
0x14542c39b1799a5600c38222751a0809989304b8,327.0,73.0,93.0,0.0,119.0,0.0,0.0,42.0,327.0
0x146444424f6a61fc8cc05df9225a88217abb032c,350.2,112.0,0.0,0.0,150.0,0.0,150.0,0.0,412.0
0x13e4ab85dd8762e689c6e20fba499c2e565dcbb7,105.0,0.0,0.0,100.0,0.0,0.0,0.0,5.0,105.0
0x142e95f98c3df7228023923e5a4d9798177f60a0,339.15,44.0,100.0,86.0,150.0,0.0,0.0,19.0,399.0
0x147b919b5c2dcca5668c0fdfe2de5809abd641d1,403.74,311.0,200.0,0.0,450.0,0.0,150.0,75.0,1186.0
0x14eb5e1ce83a0d5f180695e612524e1d1391e4cd,405.95,150.0,0.0,100.0,82.0,0.0,0.0,21.0,353.0
0x14a0f37ff75ec9ae8f8f128c9a7f09ae39e4d78f,230.35,80.0,0.0,100.0,85.0,0.0,0.0,6.0,271.0
0x13dbef12075718e27a8cde69c456afa205544c37,396.0,65.0,55.0,0.0,113.0,0.0,150.0,13.0,396.0
0x13845fb6a8930b1effb4cf0ab36d48c8bbc86897,260.95,80.0,0.0,0.0,77.0,0.0,150.0,0.0,307.0
0x13a5755535f27a2db363fee1cadb39475dc42c49,57.49,0.0,0.0,104.0,0.0,0.0,0.0,10.0,114.0
0x133f717c48c4cafe5eedd59ead44e81b58e2a569,412.52,150.0,100.0,0.0,136.0,0.0,150.0,64.0,600.0
0x135b028bad33958ed8094af6a0826b66f34ac7c3,56.0,0.0,0.0,44.0,0.0,0.0,0.0,12.0,56.0
0x133d844e427e4913e8d331d2be6445c79ccc45ed,157.0,113.0,0.0,22.0,22.0,0.0,0.0,0.0,157.0
0x140ce892bd1e2e458ce05d193c261ef07e2bf3dc,173.0,96.0,0.0,22.0,55.0,0.0,0.0,0.0,173.0
0x1474160d286eb5c8581da16cdf5974b110175af6,220.0,41.0,0.0,0.0,29.0,0.0,150.0,0.0,220.0
0x14cfbf68c95c52b5d4100e87a0cd8ab180209507,230.0,112.0,0.0,0.0,117.0,0.0,0.0,1.0,230.0
0x1433d2b7b4ca62e4540adfbc04bd638cee3efdd8,100.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,100.0
0x14f362542ce22a9cf392ecc4e95b85837fab37e6,221.0,117.0,55.0,22.0,15.0,0.0,0.0,12.0,221.0
0x14d87e292aa0e251ca50bf980b8ca54d4f2f2623,252.45,80.0,0.0,100.0,116.0,0.0,0.0,1.0,297.0
0x1417ae41923b731a00b315c727add79db54c6084,411.4,101.0,100.0,100.0,150.0,0.0,0.0,33.0,484.0
0x14dc73fcdc799dce0fc680d6aab9df96dd5c7e2a,364.08,147.0,100.0,0.0,170.0,0.0,300.0,18.0,735.0
0x14947928f48a91270ae44cc8b3f205d102c5c69f,263.5,80.0,1.0,100.0,122.0,0.0,0.0,7.0,310.0
0x1408626d631914100478ff5bda379b0c34986456,260.95,62.0,100.0,7.0,116.0,0.0,0.0,22.0,307.0
0x13dd02a59ab314237c545c1727aef6269c730162,297.5,80.0,0.0,0.0,113.0,0.0,150.0,7.0,350.0
0x14539e77bb24771b87e9d844eff1921d5dba0311,235.0,80.0,0.0,0.0,5.0,0.0,150.0,0.0,235.0
0x1491d9993584875d3d373c107ae6539befda8ab0,317.9,80.0,0.0,22.0,112.0,0.0,150.0,10.0,374.0
0x14c8960bd5b54ec80fc775d84a5b2be1da69718f,281.0,80.0,40.0,0.0,0.0,0.0,150.0,11.0,281.0
0x149596f18a2771504fa9546015139d80548ef47c,270.41,151.0,65.0,72.0,228.0,0.0,0.0,30.0,546.0
0x14b2f3810f943993811b437f0ef668dfadcae55f,578.0,28.0,100.0,0.0,150.0,150.0,150.0,0.0,578.0
0x1434d2f86b8eae6b09d4496afb749ceda99a0881,304.81,160.0,148.0,22.0,36.0,150.0,300.0,19.0,835.0
0x145b8d0fe270b7bc4c362ecfa12e5f97e6788c48,313.76,234.0,124.0,44.0,211.0,0.0,0.0,24.0,637.0
0x14a8a470398ecb6a54be8076f9c74eddbe76b5b1,378.25,73.0,68.0,0.0,144.0,0.0,150.0,10.0,445.0
0x14bcc7314af97dc0073eae634302b53e802e57d5,80.08,0.0,0.0,200.0,0.0,0.0,0.0,29.0,229.0
0x156f20f0fbc6668cd139f6d1fb9a38b4ff3cb0e4,45.0,0.0,0.0,31.0,0.0,0.0,0.0,14.0,45.0
0x15a7a8efc0a58d186b14dfcf62b6b75a5d80bf46,230.35,44.0,0.0,0.0,77.0,0.0,150.0,0.0,271.0
0x15c9868cd8a4d9bd37daff79d72cce02f1493111,534.65,80.0,100.0,0.0,149.0,150.0,150.0,0.0,629.0
0x1530b3023e5be0b66e1e1cb27d4cb40f1e307466,451.35,80.0,30.0,0.0,121.0,150.0,150.0,0.0,531.0
0x1565f3be9881c204f470796ad29d7eeae8ab7086,64.4,0.0,0.0,50.0,0.0,0.0,0.0,6.0,56.0
0x15ae8002afc5a9c4da05fe3a88f13ea53d1b74ff,153.0,1.0,0.0,0.0,29.0,0.0,150.0,0.0,180.0
0x1425cc1f74e67b3d6294367fe43e782680f1962c,201.45,41.0,0.0,50.0,112.0,0.0,34.0,0.0,237.0
0x1495dd855f2f4c3a62492742cffe74f8bfbd42fc,377.0,113.0,0.0,0.0,114.0,0.0,150.0,0.0,377.0
0x148898cfce9cf5b5fd97c34895bb8343ed38e253,294.0,144.0,0.0,0.0,0.0,0.0,150.0,0.0,294.0
0x15113b2351649cb86fdc3d771095761867855500,71.0,0.0,0.0,61.0,0.0,0.0,0.0,10.0,71.0
0x15026e03f327953df4f3228e36471e6d82a19f36,579.0,57.0,100.0,0.0,122.0,150.0,150.0,0.0,579.0
0x152d206474a0242cc242011b08d9082103a53e43,154.7,87.0,58.0,5.0,18.0,0.0,0.0,14.0,182.0
0x1515e67b3917b04a53f7cb78c1f8cd5a82c46aaa,270.3,80.0,0.0,100.0,118.0,0.0,0.0,20.0,318.0
0x15140f9133bf1d66e552ecc4d6af1ca5ccd39dfe,243.0,80.0,0.0,0.0,13.0,0.0,150.0,0.0,243.0
0x155c043ac837c1f6f3c544477fdc62a3c9112157,231.0,37.0,0.0,0.0,44.0,0.0,150.0,0.0,231.0
0x1600381e05d655fc3edd8aca6bce1671eba24dc9,381.65,37.0,26.0,77.0,47.0,100.0,150.0,12.0,449.0
0x15a1e58d588006b8c332548d028aa9e254271452,225.25,80.0,0.0,0.0,35.0,0.0,150.0,0.0,265.0
0x15dd734312c7a0c3c6a4713cf5ccd9031b08401c,404.6,102.0,99.0,0.0,119.0,0.0,150.0,6.0,476.0
0x153fdd9a550d0f2f3d0ec0e38a61498c74fe2906,290.0,112.0,55.0,22.0,91.0,0.0,0.0,10.0,290.0
0x15f971cae07692ccec5615c8b0b558e5def48923,288.15,113.0,67.0,8.0,116.0,0.0,0.0,35.0,339.0
0x15c4cca303472965b5ae85eb2c87fbf794a9ca01,59.0,0.0,0.0,50.0,0.0,0.0,0.0,9.0,59.0
0x15202676d125992c01280e66e56f6bc94f07ff8d,453.0,42.0,97.0,0.0,124.0,0.0,150.0,40.0,453.0
0x15c3fc78cd0e57851a2f5318e64e074b53b187c0,524.45,80.0,100.0,0.0,137.0,150.0,150.0,0.0,617.0
0x1591937868181c0a9338cb90b48498a81e942c69,157.0,80.0,0.0,0.0,77.0,0.0,0.0,0.0,157.0
0x150864ddb36dd94018f38d3058991b46224e1146,202.3,80.0,50.0,14.0,76.0,0.0,0.0,18.0,238.0
0x144856307e3c2b5fe24f105952fbc996a3fc0341,63.25,0.0,0.0,50.0,0.0,0.0,0.0,5.0,55.0
0x1483dbcf6743c62565049a1d1d293aea737b9f97,337.0,116.0,0.0,0.0,71.0,0.0,150.0,0.0,337.0
0x159b7fc6739e8fd015e6695b0606f321edce340a,621.0,76.0,100.0,0.0,145.0,150.0,150.0,0.0,621.0
0x15c77f7232917d86276e4969750ffcdbdeada384,350.0,116.0,87.0,0.0,117.0,0.0,0.0,30.0,350.0
0x15fded52c94d4e4124e85bfa40152e293fb5f253,160.65,80.0,0.0,22.0,83.0,0.0,0.0,4.0,189.0
0x15c39e1e6843b01ebc30c491395209a618d314cd,110.0,0.0,0.0,100.0,0.0,0.0,0.0,10.0,110.0
0x15d11435d05820efd533f5eed3b7bf41f4048170,342.0,80.0,0.0,0.0,112.0,0.0,150.0,0.0,342.0
0x154422991e0c1042c80458d5c4cb1d1364641ce1,691.05,113.0,100.0,50.0,150.0,250.0,150.0,0.0,813.0
0x1544b5471f8d98944b0f8e34226f3c680f58529b,249.9,45.0,89.0,0.0,137.0,0.0,0.0,23.0,294.0
0x1602e644d80036ee566e7893bce6009fe63db47a,63.25,0.0,0.0,22.0,0.0,0.0,0.0,33.0,55.0
0x1455154b7045380a9945aea26225404fa3b1ef6f,280.5,80.0,0.0,22.0,78.0,0.0,150.0,0.0,330.0
0x14bd24d3baceac0b11b1f982fef54825fccad9bc,85.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,100.0
0x158392497082290af8f591131e81a35bd087a723,57.0,0.0,0.0,50.0,0.0,0.0,0.0,7.0,57.0
0x1512aa67f0e09f9980011541c74be68218a20633,430.1,55.0,30.0,0.0,121.0,150.0,150.0,0.0,506.0
0x159c4dc02cd8bcef3f503953abef6bb61028b329,406.0,80.0,0.0,50.0,122.0,0.0,150.0,4.0,406.0
0x1514df51a3ebd9d1c19d7774bd71bebfac8ac368,214.0,80.0,0.0,22.0,112.0,0.0,0.0,0.0,214.0
0x15dac40349278cec90314c862b8306c93f65c578,230.0,80.0,0.0,0.0,0.0,0.0,150.0,0.0,230.0
0x15bcc179d2fa1c0c1ea687e0570c22b2f2193306,46.0,0.0,0.0,30.0,0.0,0.0,0.0,10.0,40.0
0x1512b1368544eae23640d649a2e3ecc652770aaf,630.0,80.0,100.0,0.0,150.0,150.0,150.0,0.0,630.0
0x15cb0a549d745580721bd72f0b9c5313130d986b,293.0,80.0,0.0,0.0,63.0,0.0,150.0,0.0,293.0
0x15baaa3afd6ee6704707a9c3234e22e3cd355377,481.95,80.0,82.0,18.0,129.0,100.0,150.0,8.0,567.0
0x158364f943b3db823eef92f31b8434144b07f3ed,325.0,75.0,0.0,0.0,96.0,0.0,150.0,4.0,325.0
0x15ac4a1472760a615f777a7de97e3def5d8f502f,266.41,152.0,0.0,22.0,189.0,0.0,150.0,7.0,520.0
0x1495648a8adf0723cc6af41e6039bb7704940601,194.65,79.0,0.0,0.0,0.0,0.0,150.0,0.0,229.0
0x1425caf020c5634a1f80900334acbc16d8142dd5,533.6,150.0,100.0,50.0,150.0,0.0,0.0,14.0,464.0
0x1439685cb8c09eb9aa033bf91a20fb2cbfd8fb66,541.45,150.0,100.0,100.0,32.0,250.0,0.0,5.0,637.0
0x143f59c155e2d932957c3f942611dba4216b070b,442.0,116.0,75.0,100.0,130.0,0.0,0.0,21.0,442.0
0x157c17356dd02ecbf78d7328000e8a4d9c2bc440,373.15,113.0,100.0,50.0,150.0,0.0,0.0,26.0,439.0
0x15c4136977c5f75047c7375c2fe9fe96551a884a,351.05,0.0,100.0,0.0,128.0,0.0,150.0,35.0,413.0
0x15badb025892303a061a1af164aa05e14bbccb41,269.0,40.0,0.0,0.0,78.0,0.0,150.0,1.0,269.0
0x14ff45f32e38c56bfcc922558e11c8cffd0a9f67,294.95,103.0,0.0,0.0,93.0,0.0,150.0,1.0,347.0
0x152f9c0a50ebb14d8800ac8ba6db0a810e80beaf,422.63,186.0,300.0,22.0,285.0,150.0,150.0,59.0,1152.0
0x157ad0c6283b63a2d4cae8c19770553e9e79aab6,353.0,150.0,67.0,100.0,26.0,0.0,0.0,10.0,353.0
0x15f5c356656abba5a4b51f342b65a2b0ed36ab71,274.55,43.0,100.0,0.0,150.0,0.0,0.0,30.0,323.0
0x15a472341a4d925603bbff2d8a4182e908ba55ec,338.0,79.0,89.0,22.0,115.0,0.0,0.0,33.0,338.0
0x1578f159c0e3f7e5c6441534132b073acb5f3d16,185.0,59.0,0.0,100.0,91.0,0.0,150.0,0.0,400.0
0x1430177928841f8c4384a92133d539de8b84b81b,178.92,98.0,0.0,122.0,119.0,0.0,0.0,7.0,346.0
0x152fd3b110cb41ae92fdfd7d6661dd75a07f5fc7,247.35,46.0,0.0,0.0,95.0,0.0,150.0,0.0,291.0
0x1528054c07285676319f1843ab64eeab5e0669d3,84.0,0.0,0.0,77.0,0.0,0.0,0.0,7.0,84.0
0x151c5ec8f2fe2a38e0bc8d2e17a8cd728608294f,204.85,28.0,0.0,0.0,63.0,0.0,150.0,0.0,241.0
0x157753217d6eee6d0b175e4f06f4ed562f93e1b8,394.0,119.0,5.0,0.0,112.0,0.0,150.0,8.0,394.0
0x157ea7465237654286ba3fdfaefd145cafc8859e,346.15,80.0,0.0,22.0,43.0,0.0,150.0,6.0,301.0
0x151ad9b9a67d4afb633a99b3192d18bae895aa6c,107.73,137.0,66.0,84.0,194.0,0.0,0.0,25.0,506.0
0x15c4a3e35e859fe951cd350f7b55c3db82353550,164.22,36.0,0.0,86.0,112.0,0.0,0.0,3.0,237.0
0x15dffae76dc42c7a9cb732189d096cc14f45bd07,445.0,80.0,0.0,100.0,113.0,0.0,150.0,2.0,445.0
0x155511ef64e5ca324ab52dc6fc9441d08dd636f2,512.55,80.0,99.0,22.0,98.0,150.0,150.0,4.0,603.0
0x152666b18aa2fea676126700407842ed7a2e8c3f,503.2,42.0,100.0,0.0,150.0,150.0,150.0,0.0,592.0
0x15d367feb5a7b1c464c0759ba3aa039bc849e713,235.0,44.0,0.0,0.0,41.0,0.0,150.0,0.0,235.0
0x1459df64083cd124af7b9dc5a87f9b1b1031ec8f,516.0,115.0,100.0,100.0,35.0,150.0,0.0,16.0,516.0
0x14ea7b00855e795eeb3d7fc1698cac0835608dcb,463.9,379.0,199.0,200.0,180.0,250.0,150.0,23.0,1381.0
0x14a7eb745e37275b22714a77fdee8d9f862c6122,336.4,205.0,17.0,100.0,228.0,0.0,150.0,6.0,706.0
0x1529821039122501fe95c0672e43825dcdaa8b2b,138.55,80.0,7.0,22.0,45.0,0.0,0.0,9.0,163.0
0x15260cc30ad2a700cc54ee38e18753ae9a08040d,367.2,112.0,100.0,59.0,132.0,0.0,0.0,29.0,432.0
0x151658caa3e223d46e9da24d39f7bbf5fe17abac,64.4,0.0,0.0,50.0,0.0,0.0,0.0,6.0,56.0
0x15b4c59501f44b644ad381452f5f0cc75e124e39,231.0,80.0,0.0,0.0,1.0,0.0,150.0,0.0,231.0
0x156422d580cf150d3ff35de1c71d80f31d716716,361.25,18.0,100.0,22.0,122.0,0.0,150.0,13.0,425.0
0x15d998f937f7c7734da25fc4240ac40ab0aeb681,357.0,76.0,0.0,0.0,131.0,0.0,150.0,0.0,357.0
0x15c853bdafc9132544a10ed222aeab1f239414fe,349.93,117.0,0.0,122.0,150.0,0.0,150.0,0.0,539.0
0x14fca733f9283caaa6d0f2294239ff379b29fd0a,223.34,256.0,0.0,22.0,102.0,0.0,300.0,0.0,680.0
0x15bd2aa5d34727f72d17636b055b62299486fe1a,512.0,116.0,92.0,0.0,114.0,0.0,150.0,40.0,512.0
0x15f342e55aef3313889f17d4f035eb33c5bcab86,115.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,100.0
0x15b1e6388d7e82b9e5f5218df02e7f673a1bc40c,439.45,76.0,100.0,61.0,114.0,0.0,150.0,16.0,517.0
0x15b7bf14fc0d0afa0b96047705ef0db02e890772,63.25,0.0,0.0,50.0,0.0,0.0,0.0,5.0,55.0
0x15086d0f3c0099377f8429d85a6a10377c25f53a,197.0,47.0,0.0,0.0,0.0,0.0,150.0,0.0,197.0
0x15e429809c9091bac0d5399bfc3b86aae82a95b9,354.45,117.0,0.0,0.0,150.0,0.0,150.0,0.0,417.0
0x1591560fc90459467edc2319adaa8438bc13a306,252.59,116.0,109.0,25.0,228.0,0.0,0.0,28.0,506.0
0x15e3d576daf8281798eaef123581aafdb459d6dd,316.2,150.0,62.0,63.0,82.0,0.0,0.0,15.0,372.0
0x15e7e224dcfa4dba59f342f01c70007b8a8f4aa0,294.95,83.0,0.0,0.0,114.0,0.0,150.0,0.0,347.0
0x15214c5c033b73ea793e4abfae199074bf7ef09d,303.45,112.0,0.0,100.0,144.0,0.0,0.0,1.0,357.0
0x15b226146d768f5f389194fb037ab9a24f2d7467,244.0,112.0,1.0,0.0,124.0,0.0,0.0,7.0,244.0
0x15c4bd45408ae72e9c0215006d4e2c60c740b7d1,303.89,199.0,0.0,100.0,163.0,0.0,150.0,0.0,612.0
0x14a661ce1badb192ca0c2e7ec8cfe6e49b5f9ad5,255.2,160.0,299.0,0.0,414.0,150.0,0.0,124.0,1147.0
0x145c079d64960ee902f32780d99c604760aa4dd4,247.78,160.0,0.0,0.0,77.0,0.0,300.0,0.0,537.0
0x152d392bfadecd0bf203599e7978e77fe64b11b7,54.0,0.0,0.0,22.0,0.0,0.0,0.0,32.0,54.0
0x15dcabd266fb0f718dd3bbdf4da4a51017a8a714,301.0,76.0,0.0,0.0,75.0,0.0,150.0,0.0,301.0
0x1571d32bb384c25a0e9ad53e4248810b9a670900,371.45,0.0,100.0,0.0,150.0,0.0,150.0,37.0,437.0
0x15d976d4d61d22bdc4911b77e7b8cf3a08d04c7d,271.0,42.0,0.0,0.0,79.0,0.0,150.0,0.0,271.0
0x150d8f60f138ce1c02553f85b4c03f39e3a2afa8,448.0,39.0,95.0,0.0,124.0,0.0,150.0,40.0,448.0
0x15a5bc7920234d58f113e4d4177475482fca8a9f,559.0,22.0,100.0,0.0,137.0,150.0,150.0,0.0,559.0
0x157c64e718bfeeb292896a3fc365438465daec60,278.2,121.0,100.0,57.0,213.0,0.0,150.0,18.0,659.0
0x147390da7d70d85ec59cdf721f0a97fff125f1e1,306.0,112.0,0.0,0.0,44.0,0.0,150.0,0.0,306.0
0x145c0ff62d342af8d35601dce755ac8357ab37a9,327.25,112.0,100.0,0.0,142.0,0.0,0.0,31.0,385.0
0x146baf307bc8a1d976f4633356a6977783567857,464.0,129.0,96.0,0.0,113.0,100.0,0.0,26.0,464.0
0x14e8305e391b13c9d020a90db24eb0048ec3ebdd,299.2,52.0,0.0,0.0,150.0,0.0,150.0,0.0,352.0
0x14626533c52e6e5fe5a5b85341aa977791dcdae7,79.17,0.0,0.0,150.0,0.0,0.0,0.0,1.0,151.0
0x14557d48809c73e7bb9fa38f2aa5571fa18c7c17,304.0,119.0,0.0,50.0,129.0,0.0,0.0,6.0,304.0
0x150bd44c7c7e28aa478c06e1b9395359c01c71c1,256.0,76.0,0.0,0.0,30.0,0.0,150.0,0.0,256.0
